"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_a",0,NA,NA,NA,NA
"asc_b",-0.0220132986056463,0.0142436528221646,-1.54548126667278,0.0179053828342176,-1.22942350964864
"b_tt_pt_business",-0.066756587344266,0.00795689655049076,-8.38977695897637,0.0101480213735945,-6.57828604086002
"b_tt_pt_commuters",-0.0749715670632392,0.00739980998101308,-10.1315530068483,0.00906871788257763,-8.26705252429021
"b_tt_pt_leisure",-0.0319863663402654,0.00284377583826038,-11.2478508010084,0.00350518955929762,-9.1254312496226
"b_tt_pt_shopping",-0.0619125397134514,0.00910851201802602,-6.79721776629647,0.0149759646004868,-4.13412700718049
"b_tt_car_business",-0.062737194980418,0.00826583179756967,-7.58994333744657,0.011222491772249,-5.59030884170971
"b_tt_car_commuters",-0.0899665342259917,0.00998140192728902,-9.01341664040443,0.0131398783120284,-6.84683161362575
"b_tt_car_leisure",-0.0370044600823719,0.00375398348347972,-9.85738489399824,0.00537875928481442,-6.87973901097317
"b_tt_car_shopping",-0.0863090835926564,0.0124374182977331,-6.93946939200294,0.0182580690039104,-4.72717479456186
"b_dc",-0.0336595700452162,0.00512053986095524,-6.57344166029732,0.00683957624625806,-4.92129465822263
"b_tc_business",-0.0891077879712722,0.012750509115042,-6.98856705777731,0.0179067964170676,-4.97619930979615
"b_tc_commuters",-0.165543489689573,0.0194200694872548,-8.52435104818844,0.0280953769298274,-5.89219678750151
"b_tc_leisure",-0.0750130810596887,0.00780279324807083,-9.6136189534735,0.0110229608208257,-6.80516625968284
"b_tc_shopping",-0.166798266400984,0.024558382010512,-6.79190780278551,0.0388329671097493,-4.29527483515696
"b_ic_business",4.26340012568921,NA,NA,1100.41268241685,0.00387436476679406
"b_ic_commuters",-1.86087718526122,1261.83687368578,-0.00147473673029198,69.5594978130793,-0.0267523090845448
"b_ic_leisure",-0.640840715674955,NA,NA,48.8905185826221,-0.013107668608423
"b_ic_shopping",-1.57121658686996,1915.81726708336,-0.000820128628061682,22.1676977858135,-0.0708786542495845
"b_hw_business",5.26259087007755,NA,NA,1100.66291364376,0.0047812920784763
"b_hw_commuters",-0.487993869460291,NA,NA,71.3607743648902,-0.00683840490526383
"b_hw_leisure",0.473363826349854,NA,NA,48.0162539179308,0.00985840809570287
"b_hw_shopping",-0.353066884076642,NA,NA,22.1974864144012,-0.0159057146149476
"b_bus_commuters",2.81149851379947,9612.40777031476,0.000292486396850745,NA,NA
"b_bus_leisure",0.438443994927503,2307.10093077252,0.000190041098366985,NA,NA
"b_bus_shopping",2.4805817846094,NA,NA,NA,NA
"b_rail_business",-9.57238274108413,745.384458998784,-0.0128422086421576,4.49103195647075,-2.13144391620106
"b_rail_commuters",1.03110063535773,9612.4077811951,0.000107267675157819,NA,NA
"b_rail_leisure",-0.739438723800049,2307.10090521283,-0.000320505584358841,5.21198635673134,-0.14187272820564
"b_rail_shopping",0.854877682876708,NA,NA,NA,NA
"b_car_inertia",1.79669731841289,0.260876145644359,6.88716599202689,0.401899755313574,4.47051110297654
"b_car_available",0.400608706103018,0.134327701615937,2.98232383405485,0.218523372209665,1.83325335890684
"b_car_male",-0.164417828191645,0.0939157968400089,-1.750694065576,0.147037338683212,-1.11820459798908
"b_bus_disc",0.184235725024838,0.146055589931526,1.2614082426507,0.235057151041658,0.783791193794342
"b_rail_disc",1.62002146753301,0.229088669239926,7.0715914187635,0.362362323111063,4.47072271097148
"b_bus_ga",1.00771323893035,0.432619874264291,2.32932719663898,0.636679754939747,1.58276312559321
"b_rail_ga",1.8374482927741,0.312431468447758,5.8811242731183,0.464445157358919,3.95622230883579
"mu_mc_car_bus",1.73459404510306,0.578757166900912,2.99710162448846,0.890008532493754,1.94896338829789
"mu_mc_car_rail",0.638274139806586,0.0702014173086296,9.09204064927227,0.102892081871497,6.20333584661775
"mu_rc_bus",-0.863136817194484,0.376233086144933,-2.29415447226772,0.518171832685217,-1.66573472880922
"mu_rc_car",2.21336767332452,0.293370389513891,7.54461851788121,0.432310332539153,5.11985836730855
"mu_rc_rail_by_car",1.28259087326123,0.158834008176364,8.07503939481956,0.195454189910374,6.56210477682455
"mu_rc_rail",1,NA,NA,NA,NA
