"asc_a","asc_b","b_tt_pt_business","b_tt_pt_commuters","b_tt_pt_leisure","b_tt_pt_shopping","b_tt_car_business","b_tt_car_commuters","b_tt_car_leisure","b_tt_car_shopping","b_dc","b_tc_business","b_tc_commuters","b_tc_leisure","b_tc_shopping","b_ic_business","b_ic_commuters","b_ic_leisure","b_ic_shopping","b_hw_business","b_hw_commuters","b_hw_leisure","b_hw_shopping","b_bus_commuters","b_bus_leisure","b_bus_shopping","b_rail_business","b_rail_commuters","b_rail_leisure","b_rail_shopping","b_car_inertia","b_car_available","b_car_male","b_bus_disc","b_rail_disc","b_bus_ga","b_rail_ga","mu_mc_car_bus","mu_mc_car_rail","mu_rc_bus","mu_rc_car","mu_rc_rail_by_car","mu_rc_rail","logLike"
0,-0.00890929553092693,-0.0823900135646118,-0.107526043522963,-0.0337982487902215,-0.0761449079751105,-0.0761900439388817,-0.14844644535199,-0.0391793429481009,-0.093336891744798,-0.0403454737355716,-0.104854814278128,-0.228826038107489,-0.0627752351626901,-0.194679611721827,-0.862252557334244,-1.11815949940565,-1.09662841549809,-0.984612584067904,-0.0201053275357873,-0.0888365616922366,-0.0110669427426334,-0.059269897634548,2.98713760013886,-0.7291279411032,2.52458614690304,1.4823604520346,1.29061746908498,0.46080478181107,1.15061722945497,2.13952353707694,0.426743460769938,-0.490236432559206,1.51142126680357,1.86065664150943,3.72499391622421,1.8469323575714,0.483588750987979,0.567117220750251,0.629791338408672,1.37319054522833,0.982368066910488,1,-8052.55281930947
0,-0.0105098038583734,-0.0799463871524962,-0.106671611187859,-0.0343831398877059,-0.0753745314180653,-0.0736648943634333,-0.147534657611607,-0.0399623810346582,-0.0934977541284488,-0.0395355676346023,-0.0997873054403164,-0.224394596213647,-0.0653610298987539,-0.191364661778265,-0.843857947520569,-1.11303884483621,-1.08895771340498,-0.968266163997963,-0.0187695124392537,-0.089155195044495,-0.0124058140184332,-0.0616481899272373,2.99102957792762,-0.683396532284629,2.53575077404976,1.48049141881942,1.28496272749184,0.480587038369691,1.14291116559674,2.166488894239,0.412199891922059,-0.503980474318914,1.54835283497228,1.87613718028612,3.7338623635224,1.86197031007312,0.493322110084083,0.554639310555021,0.64327134910442,1.39257968931356,0.983549563553967,1,-8050.09094215171
0,-0.0152681379751705,-0.0801695473735605,-0.10576105510052,-0.0336782284883493,-0.0779336590838717,-0.0735192079573168,-0.145889535900393,-0.038749706875303,-0.0966671755456226,-0.0386506648080237,-0.10179115314437,-0.225194454937067,-0.0635201541816156,-0.204701059107682,-0.803490000329967,-1.10432208441135,-1.0617573874082,-0.9349530531501,-0.0206653644686398,-0.0894104196518988,-0.0137424596846315,-0.0616909873842078,2.9991839923303,-0.577666105413214,2.56090138775044,1.47596522434455,1.2719288225774,0.524861615388721,1.1250164605282,2.23037416503769,0.38269747989753,-0.532302716432762,1.63235227738659,1.91073924723249,3.7541495422156,1.89707106528923,0.511283673099972,0.559298668853083,0.672468419859476,1.43689249492836,0.976517209964181,1,-8044.57873518471
0,0.0685459077940754,-0.0788160622067597,-0.106742067108969,-0.0343970447247328,-0.0795620220086516,-0.0726604799774333,-0.148291969663775,-0.0398583090690716,-0.102575653145744,-0.0358095354399896,-0.100808594536165,-0.225614501439227,-0.066233655408387,-0.206743107424564,-0.762729960567997,-1.16881022766028,-1.0707680677925,-1.03170068143922,-0.0209058210326911,-0.0885099152186437,-0.0180980668947682,-0.060615755921642,2.99566412254795,-0.169115256959737,2.62924817629234,1.4524046497365,1.23124482792004,0.651707043652683,1.06109080922586,2.45537267286676,0.400747467769409,-0.513501030864841,1.89490213687778,1.9871149209221,3.82543538477121,2.02683781582217,0.40104758208932,0.543375780993282,0.630104802526093,1.57247263131259,0.978954039396607,1,-8043.34089162157
0,-0.0136409307408652,-0.0793894892200426,-0.108640158305037,-0.0354257695359303,-0.0768028377802535,-0.0741164958510221,-0.153667494273352,-0.0425035541815596,-0.105355269005391,-0.032669147097303,-0.103587034616498,-0.229759817709181,-0.0705267964912743,-0.19613172456092,-0.734653284784965,-1.24465338182228,-1.10661420468741,-1.16521934005242,-0.0165290038362119,-0.0833615395340146,-0.0190426292903194,-0.0542122080520104,2.98778918733915,0.30892078782302,2.70656826729323,1.42391072721316,1.18571945574204,0.796023477078333,0.987358260972633,2.7105954574974,0.438366301433902,-0.476370856042202,2.1942353945396,2.07102196216475,3.90881442609111,2.17821171000827,0.280822357699883,0.521215364051061,0.566905193469927,1.7155004764682,0.974040103259899,1,-8040.841027676
0,-0.0188978838716343,-0.0834853423138697,-0.110247723884527,-0.0374734192422129,-0.0800565154083739,-0.0793651882177888,-0.155967423235143,-0.0462522838254467,-0.113865278463774,-0.0323658034120471,-0.108750730967087,-0.235639216975764,-0.0764678114724893,-0.207775958967542,-0.824890534941475,-1.22374285439017,-1.23545127285747,-1.3262704586874,-0.0107116601686069,-0.0809440603246078,-0.0179091739016078,-0.0495166869712702,2.96578910069189,0.814543823054572,2.77906245357841,1.39163407083571,1.16202417488681,0.944981107307396,0.923899024353609,2.88427407225961,0.522969013834383,-0.394708350413027,2.475977034845,2.1586135322178,3.99947297793808,2.33558257131579,0.44808368519512,0.495901350956185,0.465422114078959,1.77681837899316,0.831755410407784,1,-8039.20215070193
0,-0.0188939013362418,-0.0862746273722162,-0.109842695812262,-0.0383841608012276,-0.0812564872594377,-0.0825463136204484,-0.154232641361064,-0.04665839849282,-0.115012539824007,-0.0344630826706281,-0.110626092556149,-0.235867555578272,-0.0778964469752472,-0.21419233225772,-0.927270257040173,-1.16257777801925,-1.27251454267822,-1.32738668128175,-0.0102430998710318,-0.082969619947782,-0.0210960439044824,-0.0504481071490022,2.93735320474207,1.04741313068664,2.80390427356521,1.3784642988586,1.18499113216188,1.04116803042176,0.919769028840764,2.84592749162569,0.554380867173205,-0.373151227507049,2.5564272695588,2.24823674574674,4.04409297268753,2.41290471860055,0.411326184409259,0.494405025462952,0.492210731607614,1.70026476655505,0.800631499210318,1,-8033.80418787415
0,-0.0215745840097695,-0.0889647858797724,-0.113846674480357,-0.0384367798742296,-0.0807270848934429,-0.0855539438676974,-0.157545550013098,-0.0445698821149049,-0.112193249292194,-0.0397983377560157,-0.109519067722008,-0.234490659346327,-0.0762488403013632,-0.20678775298256,-1.10898193007032,-1.25895992937133,-1.20252172300876,-1.30326833798138,-0.00830754507142553,-0.0832665463090202,-0.02802729839153,-0.0516395389093106,2.87268197160424,1.51182612277913,2.85210870811726,1.35452354074808,1.24216008553425,1.2296174691761,0.926830043898197,2.70034679793083,0.643146958257487,-0.328630344429015,2.68510350428214,2.40558713854305,4.13851459104574,2.56639809459564,0.464003733376418,0.502658515187993,0.493569611836579,1.49793413547249,0.880865844070508,1,-8029.33009691839
0,-0.0200705763076547,-0.0890911012621348,-0.116219062767951,-0.0392513562488911,-0.0813722250015406,-0.0860580237346753,-0.15982155543119,-0.0453710217901726,-0.112089934480543,-0.041534470263624,-0.109338687164554,-0.237144941315121,-0.0777404860024258,-0.210517145174821,-1.05617565510628,-1.31596491492456,-1.23996295338608,-1.21843421039105,-0.00991758366775982,-0.0820013848381918,-0.0286458526134219,-0.0529970145501086,2.84811007412197,1.6665467271581,2.86990362717824,1.34847035631155,1.2677880985662,1.27381525948573,0.941660603565765,2.62003306775559,0.717997651066647,-0.308363782258187,2.6872086018301,2.40669202481887,4.17778156124206,2.620819239638,0.459114259063158,0.503242012843136,0.471268482434001,1.43514758414109,0.849161438152373,1,-8026.24334644761
0,-0.0204299753495233,-0.0869065570694783,-0.114472435045728,-0.0391391736577637,-0.0804295999581944,-0.0842001941324082,-0.157221934280364,-0.0451983569537177,-0.111022004359407,-0.0426643501062485,-0.106948005031574,-0.234246547437572,-0.0774187135092591,-0.208653245394064,-0.945679124233987,-1.2765211108302,-1.22080295716873,-1.22084520346718,-0.0113805600181736,-0.0809757290375224,-0.0283771932824578,-0.0516432930201541,2.82826350979347,1.81947846267062,2.88848775841642,1.34283558348013,1.29929876639149,1.29667222698923,0.963922926007899,2.5227721508078,0.82605030887594,-0.284726820546431,2.6492637099738,2.35416739574479,4.2246816667611,2.67017959806693,0.472249993284859,0.509839395283662,0.497429684988467,1.40079655831904,0.873991802180956,1,-8022.20513564049
0,-0.0334738770270923,-0.084171039785955,-0.109202352031632,-0.0393552141123443,-0.0779805522345252,-0.0795097449990104,-0.142574621236087,-0.0433376445409631,-0.105048002286804,-0.0360395401629588,-0.105996640735974,-0.230576835919442,-0.0771155685182599,-0.198227400801195,-0.938314063878724,-1.26591287064102,-1.1954927494958,-1.2048061193497,-0.0126287052301811,-0.0790268349815277,-0.0319796109967886,-0.0545933654644494,2.84229274787596,2.12589775574742,2.97208122694099,1.32437995609631,1.38929277788359,1.35517529346264,1.07118135667722,2.18632876563976,0.868785695356375,-0.407197889696267,2.32824908441537,2.18114701512313,4.37865165380467,2.6649269034517,0.482479410330569,0.540729857914599,0.513001964148097,1.72687811387264,0.874334292146741,1,-8012.26921601516
0,-0.0341443316664404,-0.0844551400670731,-0.103692745754019,-0.0392311720969846,-0.0722369784526023,-0.0811039240178403,-0.134180677030228,-0.0443669376038247,-0.100440948008312,-0.0352317294728464,-0.108307446791379,-0.226497418624605,-0.079633317383929,-0.193341671049979,-1.01857079553087,-1.22208484567778,-1.12200986273935,-0.995394979030738,-0.00611296555442044,-0.0695516877419492,-0.0288005167709078,-0.0510376065759201,2.97293403045858,2.38428820801421,3.15175384728405,1.29692664846576,1.40513445919176,1.29912809737885,1.15598633026752,2.24029836852335,0.861587486945501,-0.244089485855612,1.74566837951374,1.95452479791177,4.58807493124407,2.35317761049931,0.503440423009794,0.551974774458373,0.608428507326477,1.86997636399342,0.937532619836888,1,-8001.3170685575
0,-0.0319884484869922,-0.0801409330411307,-0.104393134863796,-0.042620388012935,-0.0776736749813378,-0.0744929124406471,-0.120168601716297,-0.0440163104498872,-0.104394882576848,-0.0441800458512016,-0.100349693461991,-0.227795481950393,-0.0876053529893284,-0.222794460455384,-0.663672547516825,-1.24069967835446,-1.07014827196653,-1.12027456393502,-0.0205252584466145,-0.0619292897911273,-0.0408074023468069,-0.0462770443609545,3.39524413670642,2.80680209498619,3.64499379077866,1.28026559501102,1.44876296697344,1.36870439762306,1.35185835609268,2.29496484300503,0.256008790308161,-0.189125760432382,0.204918973078303,1.88536519064492,5.07895179085067,1.39470284149479,0.54905969373008,0.588703093810583,0.630299834069237,1.71805760552272,0.892876279863391,1,-7995.03871389043
0,-0.0247936781116521,-0.0838147293800762,-0.106138440338504,-0.0437882329737201,-0.0788986814884589,-0.0783716961054237,-0.121635995961078,-0.0455929572636999,-0.108612022808856,-0.0483878585197022,-0.104138271692693,-0.228473870128184,-0.0916669869186614,-0.232675160571642,-0.709721158241444,-1.25192670436536,-1.066172337081,-1.14375124168661,-0.0215535412963261,-0.061416067875852,-0.0421698743918611,-0.0461075158351852,3.5287016104752,2.65242570274835,3.76382692925881,1.29462071039742,1.41466789937786,1.40281365562068,1.36247449236611,2.43124585097895,0.382633928994434,-0.489494064837391,0.0550736400726416,1.80370160235301,5.09076974638344,1.48677349749459,0.542907861507612,0.577697142880287,0.632719248189466,1.58503971603183,0.879186519921695,1,-7991.26521406063
0,-0.0237008666868361,-0.083590655362605,-0.106526910045971,-0.0439188809283606,-0.0795453644515732,-0.0779982896745141,-0.122089607513439,-0.0460095374340008,-0.110190499780474,-0.0475686996699916,-0.103762916172713,-0.230238246275305,-0.0925205015324697,-0.233751978643119,-0.702455886447817,-1.2507593345888,-1.05383251816865,-1.14387683419896,-0.0214082421658758,-0.0616179601683934,-0.043301692621007,-0.0477318783872907,3.62697106212128,2.40573216257068,3.84199750939766,1.3173781693312,1.40643973860363,1.41904135331249,1.3790245164706,2.41309120825946,0.506104518829664,-0.443434004490113,0.110703967527854,1.96247525643179,5.02224331483036,1.64600348854346,0.54319414602222,0.570579837542252,0.638226064812165,1.63348751793672,0.880210747796247,1,-7987.81999679555
