"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_a",0,NA,NA,NA,NA
"asc_b",-0.0177180721872972,0.0211624216153625,-0.837242188504318,0.0262348681921817,-0.675363491728058
"b_tt_pt_business",-0.122431908644181,0.0145585753010359,-8.40960781618993,0.017815550562008,-6.87219338061155
"b_tt_pt_commuters",-0.102966468580506,0.00748877516873001,-13.7494404973528,0.0106825311903132,-9.63877069452186
"b_tt_pt_leisure",-0.0584373028015808,0.00397467844304876,-14.7023975999318,0.00558590950868047,-10.4615555820891
"b_tt_pt_shopping",-0.0763892745500656,0.00990749025379062,-7.7102548267296,0.017568276662368,-4.34813704372579
"b_tt_car_business",-0.122072433446714,0.025436341764301,-4.79913481969478,0.0427152037324268,-2.85782163679682
"b_tt_car_commuters",-0.124123680677503,0.0113141760746384,-10.9706336421382,0.0155965015647828,-7.95843094439696
"b_tt_car_leisure",-0.0859931333237994,0.00826745762788736,-10.4013999459437,0.0140465987025042,-6.12198975318265
"b_tt_car_shopping",-0.106878642932895,0.0134102966240659,-7.96989402464762,0.0200469509818454,-5.33141638494976
"b_dc",-0.0519848765657194,0.00671921065112771,-7.7367535064546,0.00946488817398913,-5.49239205050317
"b_tc_business",-0.224963263031234,0.0277988933928896,-8.09252583733332,0.0328649442678187,-6.8450827482923
"b_tc_commuters",-0.176435186096379,0.0149544776700943,-11.7981510279835,0.0211152360219894,-8.35582353484656
"b_tc_leisure",-0.17474759447685,0.0121757864025168,-14.3520581504886,0.0172200218515465,-10.1479310527795
"b_tc_shopping",-0.157718930423888,0.0157134331320494,-10.0372037796248,0.024791607641484,-6.36178712993083
"b_ic_business",-0.909776871983174,0.113242746919772,-8.0338643906944,0.142803243158388,-6.37084180906248
"b_ic_commuters",-1.18988467192664,0.0650921286260804,-18.280008613052,0.102280020889389,-11.6335982490016
"b_ic_leisure",-1.05921350685412,0.0509068056098115,-20.8069136172625,0.0778061584039509,-13.613491895525
"b_ic_shopping",-1.07215864500715,0.0833088592298075,-12.8696834276604,0.129391047350921,-8.28618878166548
"b_hw_business",-0.0237564077963946,0.0143205098964252,-1.65890795566747,0.0130978601614773,-1.8137625156715
"b_hw_commuters",-0.0664352206509316,0.00921120190643211,-7.21243778236371,0.010049026043384,-6.61111040653243
"b_hw_leisure",-0.0438688029954555,0.00623726157355966,-7.03334347583233,0.006333061716147,-6.92695018013263
"b_hw_shopping",-0.0518818556901132,0.0102262136088652,-5.07341795062214,0.0099414492303406,-5.21874170334979
"b_bus_commuters",4.07393805633064,1.14491861679933,3.55827741514024,1.68315779077609,2.42041362886851
"b_bus_leisure",-1.20186853082915,1.49556332947654,-0.803622626431885,2.7814285031783,-0.432104772585666
"b_bus_shopping",4.08599874038589,1.68551243749688,2.42418783124135,2.95484315326804,1.38281408807327
"b_rail_business",1.4149027554026,1.0183505739332,1.38940635142747,1.68175387706762,0.841325698543766
"b_rail_commuters",1.61081032302768,0.43919461712429,3.66764586864649,0.62682780746365,2.56978121239634
"b_rail_leisure",0.517294379553967,0.393621190014013,1.31419342422991,0.623336088813119,0.829880362837544
"b_rail_shopping",1.23201075027673,0.487812643132463,2.52558183479099,0.611283574833701,2.01544880477427
"b_car_inertia",1.84709501653035,0.226322421210171,8.16134347915563,0.343172731066765,5.38240614511701
"b_car_available",0.566192062210281,0.181806206900046,3.11426145379934,0.293854268508238,1.92677841667768
"b_car_male",-0.316325851685709,0.153385697696129,-2.0622903988896,0.247332859057505,-1.27894794444665
"b_bus_disc",2.29674689546918,1.20022189534782,1.91360189675893,2.14474792087069,1.07087032145801
"b_rail_disc",1.60478460456049,0.206581177257419,7.76830021914719,0.339128501617095,4.73208414187619
"b_bus_ga",6.83594506664755,3.19830795673724,2.13736299290618,5.20885532082112,1.31236992498573
"b_rail_ga",1.68487438140515,0.307258979370342,5.48356433669709,0.463732875968312,3.63328646451256
"lam_dist_tt_pt_business",-0.31494836937564,0.0701271238805163,-4.49110632160324,0.0930606391962553,-3.38433490351863
"lam_dist_tt_pt_commuters",-0.248618885574882,0.0359414845132623,-6.91732378174702,0.0452285961138025,-5.4969401426769
"lam_dist_tt_pt_leisure",-0.30304597544724,0.0311197250080337,-9.73806726662936,0.0414276125609243,-7.3150721635618
"lam_dist_tt_pt_shopping",-0.191416393873687,0.0553099545292722,-3.46079463457852,0.0882915456159042,-2.16800365808985
"lam_dist_tt_car_business",-0.326587309065779,0.127719759600934,-2.55706172706726,0.206755579292574,-1.57958160153751
"lam_dist_tt_car_commuters",-0.155775406188608,0.058199605748053,-2.67657150227034,0.0700015771844264,-2.22531280657008
"lam_dist_tt_car_leisure",-0.42679779568905,0.0474430302366423,-8.99600623232149,0.081316907781157,-5.24857384933603
"lam_dist_tt_car_shopping",-0.188142401608977,0.0854393405445183,-2.20205821358072,0.103760460801749,-1.8132379150518
"lam_dist_tc",-0.6134117899349,0.0218785506885264,-28.0371309172955,0.033020280195304,-18.5768196486151
"lam_inc_tc_business",-0.914562628357893,0.168550185580185,-5.42605530340877,0.206890467358937,-4.42051603456049
"lam_inc_tc_commuters",-0.176019999926902,0.0427941351953909,-4.11318044220834,0.0694709718295827,-2.53372013218257
"mu_mc_car_bus",0.221717885359347,0.0719294260600661,3.08243645895628,0.135147629377046,1.64056066970128
"mu_mc_car_rail",0.548316838031641,0.036627878265368,14.9699317568738,0.0498728517111576,10.9942948762437
